[0.0, 0.001429, 0.001429, 0.001429, 0.0, 0.0, 0.001429, 0.0, 0.001429, 0.001429, 0.058571, 0.078571, 0.045714, 0.0, 0.0, 0.0, 0.001429, 0.078571, 0.434286, 0.062857, 0.0, 0.0, 0.001429, 0.001429, 0.08, 0.058571, 0.065714, 0.002857, 0.005714, 0.002857, 0.0, 0.001429, 0.001429, 0.0, 0.0, 0.0, 0.0, 0.001429, 0.0, 0.0, 0.001429, 0.001429, 0.0, 0.002857, 0.0, 0.0, 0.0, 0.001429, 0.001429]
[0.001429, 0.001429, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001429, 0.0, 0.0, 0.0, 0.001429, 0.001429, 0.0, 0.002857, 0.062857, 0.478571, 0.002857, 0.002857, 0.0, 0.001429, 0.001429, 0.332857, 0.072857, 0.001429, 0.001429, 0.001429, 0.001429, 0.002857, 0.008571, 0.002857, 0.0, 0.001429, 0.0, 0.001429, 0.001429, 0.001429, 0.0, 0.0, 0.002857, 0.0, 0.0, 0.0, 0.004286, 0.001429, 0.0, 0.0]
[0.0, 0.0, 0.0, 0.001429, 0.0, 0.004286, 0.001429, 0.001429, 0.001429, 0.0, 0.002857, 0.001429, 0.0, 0.0, 0.001429, 0.0, 0.0, 0.002857, 0.0, 0.002857, 0.0, 0.001429, 0.0, 0.001429, 0.685714, 0.16, 0.0, 0.001429, 0.0, 0.0, 0.008571, 0.084286, 0.014286, 0.0, 0.002857, 0.0, 0.0, 0.005714, 0.001429, 0.002857, 0.001429, 0.001429, 0.0, 0.0, 0.002857, 0.001429, 0.0, 0.001429, 0.0]
[0.001429, 0.002857, 0.0, 0.0, 0.0, 0.002857, 0.002857, 0.001429, 0.002857, 0.001429, 0.002857, 0.001429, 0.002857, 0.0, 0.002857, 0.0, 0.001429, 0.001429, 0.001429, 0.0, 0.0, 0.0, 0.0, 0.0, 0.871429, 0.058571, 0.0, 0.0, 0.0, 0.0, 0.005714, 0.018571, 0.004286, 0.001429, 0.004286, 0.0, 0.0, 0.002857, 0.001429, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001429, 0.0, 0.0]
[0.001429, 0.0, 0.001429, 0.0, 0.002857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001429, 0.001429, 0.001429, 0.0, 0.002857, 0.002857, 0.001429, 0.001429, 0.001429, 0.0, 0.0, 0.001429, 0.0, 0.001429, 0.927143, 0.008571, 0.001429, 0.0, 0.001429, 0.001429, 0.002857, 0.014286, 0.001429, 0.004286, 0.0, 0.002857, 0.0, 0.0, 0.0, 0.001429, 0.001429, 0.0, 0.0, 0.002857, 0.001429, 0.001429, 0.001429, 0.001429, 0.0]
[0.0, 0.001429, 0.001429, 0.002857, 0.0, 0.0, 0.0, 0.001429, 0.0, 0.001429, 0.0, 0.002857, 0.001429, 0.001429, 0.001429, 0.008571, 0.0, 0.004286, 0.0, 0.002857, 0.0, 0.001429, 0.001429, 0.005714, 0.94, 0.002857, 0.001429, 0.001429, 0.0, 0.001429, 0.0, 0.001429, 0.002857, 0.001429, 0.0, 0.002857, 0.0, 0.0, 0.0, 0.0, 0.001429, 0.0, 0.001429, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001429]
[0.0, 0.001429, 0.0, 0.001429, 0.001429, 0.004286, 0.0, 0.001429, 0.0, 0.001429, 0.0, 0.002857, 0.001429, 0.0, 0.001429, 0.0, 0.001429, 0.001429, 0.001429, 0.0, 0.001429, 0.001429, 0.0, 0.0, 0.001429, 0.0, 0.001429, 0.0, 0.0, 0.0, 0.007143, 0.94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001429, 0.004286, 0.0, 0.0, 0.002857, 0.001429, 0.001429, 0.005714, 0.005714, 0.001429, 0.001429]
[0.0, 0.001429, 0.001429, 0.002857, 0.001429, 0.001429, 0.0, 0.0, 0.001429, 0.0, 0.0, 0.002857, 0.0, 0.0, 0.002857, 0.0, 0.0, 0.0, 0.001429, 0.0, 0.0, 0.001429, 0.0, 0.0, 0.002857, 0.001429, 0.001429, 0.001429, 0.001429, 0.0, 0.002857, 0.951429, 0.001429, 0.0, 0.001429, 0.001429, 0.0, 0.0, 0.002857, 0.0, 0.0, 0.001429, 0.001429, 0.001429, 0.001429, 0.002857, 0.001429, 0.001429, 0.0]
[0.0, 0.0, 0.0, 0.001429, 0.0, 0.0, 0.002857, 0.0, 0.001429, 0.0, 0.0, 0.0, 0.0, 0.001429, 0.001429, 0.0, 0.0, 0.0, 0.0, 0.004286, 0.001429, 0.0, 0.001429, 0.0, 0.0, 0.004286, 0.0, 0.001429, 0.0, 0.001429, 0.004286, 0.947143, 0.001429, 0.0, 0.001429, 0.002857, 0.0, 0.004286, 0.005714, 0.0, 0.002857, 0.001429, 0.0, 0.001429, 0.0, 0.001429, 0.0, 0.002857, 0.0]
[0.001429, 0.0, 0.004286, 0.0, 0.0, 0.002857, 0.002857, 0.002857, 0.0, 0.0, 0.0, 0.001429, 0.001429, 0.0, 0.0, 0.0, 0.001429, 0.0, 0.002857, 0.0, 0.0, 0.0, 0.001429, 0.0, 0.001429, 0.001429, 0.0, 0.001429, 0.001429, 0.001429, 0.0, 0.001429, 0.005714, 0.0, 0.001429, 0.0, 0.001429, 0.001429, 0.93, 0.002857, 0.001429, 0.0, 0.0, 0.001429, 0.0, 0.017143, 0.001429, 0.004286, 0.0]
